fin_de_semana,hora,LINEA,ID,promedio,q
False,8,LINEA_B,72,10.922680412371134,3
False,8,LINEA_B,73,6.129411764705883,2
False,8,LINEA_B,74,6.290155440414508,2
False,8,LINEA_B,80,4.677631578947368,1
False,8,LINEA_B,81,11.95593220338983,3
False,8,LINEA_C,13,19.740634005763688,4
False,8,LINEA_C,14,5.133333333333334,1
False,8,LINEA_C,15,3.259259259259259,1
False,8,LINEA_C,16,4.690476190476191,1
False,8,LINEA_C,17,3.5793650793650795,1
False,8,LINEA_C,18,7.033333333333333,2
False,8,LINEA_C,19,26.0262123197903,4
False,8,LINEA_C,57,4.5,1
False,8,LINEA_C,58,8.131868131868131,2
False,8,LINEA_D,6,3.98989898989899,1
False,8,LINEA_D,7,5.534591194968553,1
False,8,LINEA_D,8,5.4,1
False,8,LINEA_D,9,10.164948453608247,3
False,8,LINEA_D,10,7.045454545454546,2
False,8,LINEA_D,11,11.666666666666666,3
False,8,LINEA_D,12,13.37593984962406,3
False,8,LINEA_D,54,7.877419354838709,2
False,8,LINEA_D,55,4.583892617449664,1
False,8,LINEA_D,56,6.775700934579439,2
False,8,LINEA_D,62,8.573529411764707,2
False,8,LINEA_D,63,5.708571428571428,1
False,8,LINEA_D,64,4.836633663366337,1
False,8,LINEA_D,65,5.698492462311558,1
False,8,LINEA_D,69,4.251184834123222,1
False,8,LINEA_D,71,6.23155737704918,2
False,8,LINEA_E,44,3.7142857142857144,1
False,8,LINEA_E,45,3.4634146341463414,1
False,8,LINEA_E,46,6.048076923076923,2
False,8,LINEA_E,47,7.12962962962963,2
False,8,LINEA_E,48,5.454545454545454,1
False,8,LINEA_E,49,3.7866666666666666,1
False,8,LINEA_E,50,5.602564102564102,1
False,8,LINEA_E,51,5.144927536231884,1
False,8,LINEA_E,52,8.115384615384615,2
False,8,LINEA_E,53,8.027027027027026,2
False,8,LINEA_E,59,3.8448275862068964,1
False,8,LINEA_E,60,7.256756756756757,2
False,8,LINEA_E,61,7.178082191780822,2
False,8,LINEA_E,67,9.832167832167832,3
False,8,LINEA_E,68,5.553191489361702,1
False,8,LINEA_H,1,8.053097345132743,2
False,8,LINEA_H,2,13.174603174603174,3
False,8,LINEA_H,3,12.447761194029852,3
False,8,LINEA_H,4,11.669811320754716,3
False,8,LINEA_H,5,8.19634703196347,2
False,8,LINEA_H,77,3.393939393939394,1
False,8,LINEA_H,78,15.008474576271187,3
False,8,LINEA_H,79,18.21232876712329,4
False,8,LINEA_H,84,4.858333333333333,1
False,8,LINEA_H,85,7.0,2
False,8,LINEA_H,86,3.2445414847161573,1
False,9,LINEA_A,31,3.112676056338028,1
False,9,LINEA_A,32,4.10752688172043,1
False,9,LINEA_A,33,5.382978723404255,1
False,9,LINEA_A,34,7.2214285714285715,2
False,9,LINEA_A,35,8.568181818181818,2
False,9,LINEA_A,36,4.813953488372093,1
False,9,LINEA_A,37,7.387096774193548,2
False,9,LINEA_A,38,10.285714285714286,3
False,9,LINEA_A,39,7.1656441717791415,2
False,9,LINEA_A,40,8.832258064516129,2
False,9,LINEA_A,41,9.222972972972974,2
False,9,LINEA_A,42,7.269911504424779,2
False,9,LINEA_A,43,12.40764331210191,3
False,9,LINEA_A,70,10.71774193548387,3
False,9,LINEA_A,75,6.375,2
False,9,LINEA_A,76,6.758620689655173,2
False,9,LINEA_A,82,9.33495145631068,2
False,9,LINEA_A,83,11.576219512195122,3
False,9,LINEA_B,20,4.131944444444445,1
False,9,LINEA_B,21,14.948717948717949,3
False,9,LINEA_B,22,5.308108108108108,1
False,9,LINEA_B,23,7.972375690607735,2
False,9,LINEA_B,24,7.530120481927711,2
False,9,LINEA_B,25,7.466321243523316,2
False,9,LINEA_B,26,8.057894736842105,2
False,9,LINEA_B,27,15.01840490797546,3
False,9,LINEA_B,28,11.278106508875739,3
False,9,LINEA_B,29,12.268041237113403,3
False,9,LINEA_B,30,6.37037037037037,2
False,9,LINEA_B,66,12.438735177865613,3
False,9,LINEA_B,72,10.089473684210526,3
False,9,LINEA_B,73,7.2988505747126435,2
False,9,LINEA_B,74,7.1179487179487175,2
False,9,LINEA_B,80,5.312101910828026,1
False,9,LINEA_B,81,14.228476821192054,3
False,9,LINEA_C,13,20.703488372093023,4
False,9,LINEA_C,14,6.375,2
False,9,LINEA_C,15,3.8363636363636364,1
False,9,LINEA_C,16,6.147368421052631,2
False,9,LINEA_C,17,3.869918699186992,1
False,9,LINEA_C,18,7.845528455284553,2
False,9,LINEA_C,19,24.86543535620053,4
False,9,LINEA_C,57,5.297520661157025,1
False,9,LINEA_C,58,8.602272727272727,2
False,9,LINEA_D,6,4.828571428571428,1
False,9,LINEA_D,7,6.520710059171598,2
False,9,LINEA_D,8,7.255102040816326,2
False,9,LINEA_D,9,12.643564356435643,3
False,9,LINEA_D,10,8.993630573248408,2
False,9,LINEA_D,11,14.083333333333334,3
False,9,LINEA_D,12,16.14788732394366,4
False,9,LINEA_D,54,10.192307692307692,3
False,9,LINEA_D,55,6.276073619631902,2
False,9,LINEA_D,56,10.68141592920354,3
False,9,LINEA_D,62,9.993006993006993,3
False,9,LINEA_D,63,7.532967032967033,2
False,9,LINEA_D,64,5.970873786407767,2
False,9,LINEA_D,65,7.712264150943396,2
False,9,LINEA_D,69,4.235537190082645,1
False,9,LINEA_D,71,7.5936254980079685,2
False,9,LINEA_E,44,3.517730496453901,1
False,9,LINEA_E,45,2.9454545454545453,1
False,9,LINEA_E,46,7.008771929824562,2
False,9,LINEA_E,47,6.433333333333334,2
False,9,LINEA_E,48,5.491525423728813,1
False,9,LINEA_E,49,4.720430107526882,1
False,9,LINEA_E,50,6.593023255813954,2
False,9,LINEA_E,51,6.095744680851064,2
False,9,LINEA_E,52,8.45,2
False,9,LINEA_E,53,8.135416666666666,2
False,9,LINEA_E,59,3.5,1
False,9,LINEA_E,60,8.23076923076923,2
False,9,LINEA_E,61,8.0,2
False,9,LINEA_E,67,7.774869109947644,2
False,9,LINEA_E,68,5.370967741935484,1
False,9,LINEA_H,1,9.203389830508474,2
False,9,LINEA_H,2,14.515625,3
False,9,LINEA_H,3,16.954545454545453,4
False,9,LINEA_H,4,13.651785714285714,3
False,9,LINEA_H,5,9.846511627906978,3
False,9,LINEA_H,77,4.307142857142857,1
False,9,LINEA_H,78,13.836065573770492,3
False,9,LINEA_H,79,14.861842105263158,3
False,9,LINEA_H,84,5.6016260162601625,1
False,9,LINEA_H,85,8.692913385826772,2
False,9,LINEA_H,86,4.1193415637860085,1
False,10,LINEA_A,31,3.7901234567901234,1
False,10,LINEA_A,32,4.404255319148936,1
False,10,LINEA_A,33,6.746753246753247,2
False,10,LINEA_A,34,7.486301369863014,2
False,10,LINEA_A,35,9.634408602150538,3
False,10,LINEA_A,36,5.46067415730337,1
False,10,LINEA_A,37,9.4375,2
False,10,LINEA_A,38,11.9004329004329,3
False,10,LINEA_A,39,9.0,2
False,10,LINEA_A,40,9.932098765432098,3
False,10,LINEA_A,41,10.316129032258065,3
False,10,LINEA_A,42,7.946058091286307,2
False,10,LINEA_A,43,14.29746835443038,3
False,10,LINEA_A,70,8.73015873015873,2
False,10,LINEA_A,75,6.723140495867769,2
False,10,LINEA_A,76,7.453781512605042,2
False,10,LINEA_A,82,9.184834123222748,2
False,10,LINEA_A,83,11.155882352941177,3
False,10,LINEA_B,20,6.090909090909091,2
False,10,LINEA_B,21,18.888157894736842,4
False,10,LINEA_B,22,5.862944162436548,1
False,10,LINEA_B,23,9.851648351648352,3
False,10,LINEA_B,24,10.382022471910112,3
False,10,LINEA_B,25,9.762886597938145,3
False,10,LINEA_B,26,9.861702127659575,3
False,10,LINEA_B,27,16.892215568862277,4
False,10,LINEA_B,28,12.866279069767442,3
False,10,LINEA_B,29,14.287878787878787,3
False,10,LINEA_B,30,6.91703056768559,2
False,10,LINEA_B,66,11.571705426356589,3
False,10,LINEA_B,72,9.0,2
False,10,LINEA_B,73,8.447058823529412,2
False,10,LINEA_B,74,7.671717171717172,2
False,10,LINEA_B,80,6.006410256410256,2
False,10,LINEA_B,81,14.081699346405228,3
False,10,LINEA_C,13,21.2332361516035,4
False,10,LINEA_C,14,8.041666666666666,2
False,10,LINEA_C,15,5.333333333333333,1
False,10,LINEA_C,16,6.677083333333333,2
False,10,LINEA_C,17,4.9324324324324325,1
False,10,LINEA_C,18,8.84297520661157,2
False,10,LINEA_C,19,21.941935483870967,4
False,10,LINEA_C,57,7.412698412698413,2
False,10,LINEA_C,58,10.48314606741573,3
False,10,LINEA_D,6,5.130081300813008,1
False,10,LINEA_D,7,7.633720930232558,2
False,10,LINEA_D,8,7.666666666666667,2
False,10,LINEA_D,9,15.592592592592593,3
False,10,LINEA_D,10,11.528301886792454,3
False,10,LINEA_D,11,17.91578947368421,4
False,10,LINEA_D,12,18.678571428571427,4
False,10,LINEA_D,54,12.801169590643275,3
False,10,LINEA_D,55,8.320987654320987,2
False,10,LINEA_D,56,11.066115702479339,3
False,10,LINEA_D,62,12.027027027027026,3
False,10,LINEA_D,63,8.62303664921466,2
False,10,LINEA_D,64,6.910377358490566,2
False,10,LINEA_D,65,9.945205479452055,3
False,10,LINEA_D,69,4.7923728813559325,1
False,10,LINEA_D,71,7.596116504854369,2
False,10,LINEA_E,44,4.541666666666667,1
False,10,LINEA_E,45,4.415094339622642,1
False,10,LINEA_E,46,7.1,2
False,10,LINEA_E,47,7.274193548387097,2
False,10,LINEA_E,48,6.253968253968254,2
False,10,LINEA_E,49,5.139784946236559,1
False,10,LINEA_E,50,7.376470588235295,2
False,10,LINEA_E,51,5.923913043478261,2
False,10,LINEA_E,52,8.777777777777779,2
False,10,LINEA_E,53,9.385416666666666,2
False,10,LINEA_E,59,3.8395061728395063,1
False,10,LINEA_E,60,9.01086956521739,2
False,10,LINEA_E,61,9.715909090909092,3
False,10,LINEA_E,67,7.391061452513966,2
False,10,LINEA_E,68,5.888888888888889,1
False,10,LINEA_H,1,8.854700854700855,2
False,10,LINEA_H,2,15.65625,3
False,10,LINEA_H,3,14.67142857142857,3
False,10,LINEA_H,4,12.586206896551724,3
False,10,LINEA_H,5,10.36888888888889,3
False,10,LINEA_H,77,5.732919254658385,1
False,10,LINEA_H,78,12.983739837398375,3
False,10,LINEA_H,79,13.272108843537415,3
False,10,LINEA_H,84,6.079365079365079,2
False,10,LINEA_H,85,10.9296875,3
False,10,LINEA_H,86,4.954545454545454,1
False,11,LINEA_A,31,4.858823529411764,1
False,11,LINEA_A,32,4.811320754716981,1
False,11,LINEA_A,33,6.934210526315789,2
False,11,LINEA_A,34,8.54421768707483,2
False,11,LINEA_A,35,9.980487804878049,3
False,11,LINEA_A,36,7.861702127659575,2
False,11,LINEA_A,37,12.336842105263157,3
False,11,LINEA_A,38,13.669354838709678,3
False,11,LINEA_A,39,9.198830409356725,2
False,11,LINEA_A,40,10.726114649681529,3
False,11,LINEA_A,41,12.032467532467532,3
False,11,LINEA_A,42,9.852,3
False,11,LINEA_A,43,16.9875,4
False,11,LINEA_A,70,9.380952380952381,2
False,11,LINEA_A,75,7.686746987951807,2
False,11,LINEA_A,76,9.091666666666667,2
False,11,LINEA_A,82,10.39622641509434,3
False,11,LINEA_A,83,13.480938416422287,3
False,11,LINEA_B,20,8.766233766233766,2
False,11,LINEA_B,21,21.932926829268293,4
False,11,LINEA_B,22,7.677725118483412,2
False,11,LINEA_B,23,11.465608465608465,3
False,11,LINEA_B,24,15.525423728813559,3
False,11,LINEA_B,25,14.880382775119617,3
False,11,LINEA_B,26,14.819148936170214,3
False,11,LINEA_B,27,22.176136363636363,4
False,11,LINEA_B,28,15.569767441860465,3
False,11,LINEA_B,29,17.107142857142858,4
False,11,LINEA_B,30,7.592592592592593,2
False,11,LINEA_B,66,10.495378927911275,3
False,11,LINEA_B,72,10.143564356435643,3
False,11,LINEA_B,73,11.079545454545455,3
False,11,LINEA_B,74,8.964102564102564,2
False,11,LINEA_B,80,5.987577639751553,2
False,11,LINEA_B,81,13.173202614379084,3
False,11,LINEA_C,13,22.071216617210684,4
False,11,LINEA_C,14,10.25,3
False,11,LINEA_C,15,5.65625,1
False,11,LINEA_C,16,6.768421052631579,2
False,11,LINEA_C,17,5.163398692810458,1
False,11,LINEA_C,18,10.221311475409836,3
False,11,LINEA_C,19,23.523627075351214,4
False,11,LINEA_C,57,7.393939393939394,2
False,11,LINEA_C,58,10.347826086956522,3
False,11,LINEA_D,6,6.088,2
False,11,LINEA_D,7,8.910112359550562,2
False,11,LINEA_D,8,9.915094339622641,3
False,11,LINEA_D,9,17.5,4
False,11,LINEA_D,10,14.71875,3
False,11,LINEA_D,11,23.552083333333332,4
False,11,LINEA_D,12,22.32867132867133,4
False,11,LINEA_D,54,16.076923076923077,4
False,11,LINEA_D,55,10.089820359281438,3
False,11,LINEA_D,56,13.016666666666667,3
False,11,LINEA_D,62,14.783216783216783,3
False,11,LINEA_D,63,10.187817258883248,3
False,11,LINEA_D,64,7.837209302325581,2
False,11,LINEA_D,65,13.153153153153154,3
False,11,LINEA_D,69,5.963855421686747,2
False,11,LINEA_D,71,8.470930232558139,2
False,11,LINEA_E,44,4.409937888198757,1
False,11,LINEA_E,45,4.5,1
False,11,LINEA_E,46,7.870689655172414,2
False,11,LINEA_E,47,7.328125,2
False,11,LINEA_E,48,7.412698412698413,2
False,11,LINEA_E,49,6.15625,2
False,11,LINEA_E,50,9.337209302325581,2
False,11,LINEA_E,51,6.542553191489362,2
False,11,LINEA_E,52,11.09375,3
False,11,LINEA_E,53,10.59375,3
False,11,LINEA_E,59,3.8941176470588235,1
False,11,LINEA_E,60,9.75531914893617,3
False,11,LINEA_E,61,11.193181818181818,3
False,11,LINEA_E,67,7.1256830601092895,2
False,11,LINEA_E,68,6.396825396825397,2
False,11,LINEA_H,1,8.782608695652174,2
False,11,LINEA_H,2,17.125,4
False,11,LINEA_H,3,18.142857142857142,4
False,11,LINEA_H,4,15.678899082568808,3
False,11,LINEA_H,5,13.434389140271493,3
False,11,LINEA_H,77,8.29585798816568,2
False,11,LINEA_H,78,13.488,3
False,11,LINEA_H,79,12.767123287671232,3
False,11,LINEA_H,84,8.3671875,2
False,11,LINEA_H,85,13.9765625,3
False,11,LINEA_H,86,6.17921146953405,2
False,12,LINEA_A,31,5.862433862433862,1
False,12,LINEA_A,32,5.529411764705882,1
False,12,LINEA_A,33,7.230769230769231,2
False,12,LINEA_A,34,9.846153846153847,3
False,12,LINEA_A,35,11.715686274509803,3
False,12,LINEA_A,36,8.978260869565217,2
False,12,LINEA_A,37,14.583333333333334,3
False,12,LINEA_A,38,14.75609756097561,3
False,12,LINEA_A,39,9.75,3
False,12,LINEA_A,40,12.397515527950311,3
False,12,LINEA_A,41,13.307692307692308,3
False,12,LINEA_A,42,10.781746031746032,3
False,12,LINEA_A,43,15.974842767295597,4
False,12,LINEA_A,70,10.921259842519685,3
False,12,LINEA_A,75,9.495901639344263,3
False,12,LINEA_A,76,9.464912280701755,2
False,12,LINEA_A,82,10.765258215962442,3
False,12,LINEA_A,83,15.932551319648093,4
False,12,LINEA_B,20,11.70807453416149,3
False,12,LINEA_B,21,23.067484662576685,4
False,12,LINEA_B,22,9.223809523809523,2
False,12,LINEA_B,23,13.60427807486631,3
False,12,LINEA_B,24,19.798850574712645,4
False,12,LINEA_B,25,19.642156862745097,4
False,12,LINEA_B,26,18.28723404255319,4
False,12,LINEA_B,27,23.105263157894736,4
False,12,LINEA_B,28,17.77906976744186,4
False,12,LINEA_B,29,19.693467336683415,4
False,12,LINEA_B,30,8.547717842323651,2
False,12,LINEA_B,66,10.664804469273744,3
False,12,LINEA_B,72,10.35960591133005,3
False,12,LINEA_B,73,13.363636363636363,3
False,12,LINEA_B,74,8.674757281553399,2
False,12,LINEA_B,80,7.03680981595092,2
False,12,LINEA_B,81,14.006535947712418,3
False,12,LINEA_C,13,24.389880952380953,4
False,12,LINEA_C,14,13.104166666666666,3
False,12,LINEA_C,15,6.138461538461539,2
False,12,LINEA_C,16,6.768421052631579,2
False,12,LINEA_C,17,5.45859872611465,1
False,12,LINEA_C,18,10.056451612903226,3
False,12,LINEA_C,19,20.801546391752577,4
False,12,LINEA_C,57,8.992481203007518,2
False,12,LINEA_C,58,11.615384615384615,3
False,12,LINEA_D,6,6.477941176470588,2
False,12,LINEA_D,7,10.952127659574469,3
False,12,LINEA_D,8,10.898148148148149,3
False,12,LINEA_D,9,18.58407079646018,4
False,12,LINEA_D,10,16.6375,4
False,12,LINEA_D,11,24.875,4
False,12,LINEA_D,12,24.571428571428573,4
False,12,LINEA_D,54,19.767857142857142,4
False,12,LINEA_D,55,11.31360946745562,3
False,12,LINEA_D,56,15.516666666666667,3
False,12,LINEA_D,62,15.541666666666666,3
False,12,LINEA_D,63,10.400966183574878,3
False,12,LINEA_D,64,9.085972850678733,2
False,12,LINEA_D,65,15.309417040358744,3
False,12,LINEA_D,69,6.51685393258427,2
False,12,LINEA_D,71,9.114722753346081,2
False,12,LINEA_E,44,6.057324840764331,2
False,12,LINEA_E,45,4.559322033898305,1
False,12,LINEA_E,46,7.793103448275862,2
False,12,LINEA_E,47,7.476190476190476,2
False,12,LINEA_E,48,7.8125,2
False,12,LINEA_E,49,6.635416666666667,2
False,12,LINEA_E,50,10.632183908045977,3
False,12,LINEA_E,51,6.136842105263158,2
False,12,LINEA_E,52,13.078125,3
False,12,LINEA_E,53,11.958333333333334,3
False,12,LINEA_E,59,4.448275862068965,1
False,12,LINEA_E,60,11.408602150537634,3
False,12,LINEA_E,61,10.977011494252874,3
False,12,LINEA_E,67,8.12290502793296,2
False,12,LINEA_E,68,5.311475409836065,1
False,12,LINEA_H,1,9.58974358974359,3
False,12,LINEA_H,2,19.09375,4
False,12,LINEA_H,3,18.123287671232877,4
False,12,LINEA_H,4,16.936363636363637,4
False,12,LINEA_H,5,16.796296296296298,4
False,12,LINEA_H,77,11.5,3
False,12,LINEA_H,78,15.048387096774194,3
False,12,LINEA_H,79,12.958041958041958,3
False,12,LINEA_H,84,9.2734375,2
False,12,LINEA_H,85,18.2265625,4
False,12,LINEA_H,86,7.034965034965035,2
False,13,LINEA_A,31,7.358288770053476,2
False,13,LINEA_A,32,6.726315789473684,2
False,13,LINEA_A,33,8.013071895424837,2
False,13,LINEA_A,34,9.472222222222221,2
False,13,LINEA_A,35,11.482412060301508,3
False,13,LINEA_A,36,10.41304347826087,3
False,13,LINEA_A,37,15.458333333333334,3
False,13,LINEA_A,38,15.48031496062992,3
False,13,LINEA_A,39,9.520710059171599,3
